iter	Passed	Remaining
1801	2411	264
1802	2412	263
1803	2413	262
1804	2414	260
1805	2416	259
1806	2417	258
1807	2418	256
1808	2419	255
1809	2421	254
1810	2422	252
1811	2424	251
1812	2425	250
1813	2427	248
1814	2428	247
1815	2429	246
1816	2430	244
1817	2432	243
1818	2433	242
1819	2434	240
1820	2436	239
1821	2437	238
1822	2438	236
1823	2439	235
1824	2441	234
1825	2442	232
1826	2443	231
1827	2444	230
1828	2446	228
1829	2447	227
1830	2448	226
1831	2450	224
1832	2451	223
1833	2452	222
1834	2453	220
1835	2455	219
1836	2456	217
1837	2458	216
1838	2459	215
1839	2460	213
1840	2461	212
1841	2463	211
1842	2464	209
1843	2465	208
1844	2466	207
1845	2468	205
1846	2469	204
1847	2471	203
1848	2472	201
1849	2473	200
1850	2474	199
1851	2476	197
1852	2477	196
1853	2478	195
1854	2480	193
1855	2481	192
1856	2482	191
1857	2484	189
1858	2485	188
1859	2486	187
1860	2487	185
1861	2489	184
1862	2490	183
1863	2491	181
1864	2493	180
1865	2494	179
1866	2495	177
1867	2497	176
1868	2498	175
1869	2499	173
1870	2500	172
1871	2502	171
1872	2503	169
1873	2504	168
1874	2505	167
1875	2506	165
1876	2508	164
1877	2509	163
1878	2511	161
1879	2512	160
1880	2513	159
1881	2514	157
1882	2516	156
1883	2517	155
1884	2518	153
1885	2520	152
1886	2521	150
1887	2522	149
1888	2524	148
1889	2525	146
1890	2526	145
1891	2528	144
1892	2529	142
1893	2530	141
1894	2531	140
1895	2533	138
1896	2534	137
1897	2535	136
1898	2536	134
1899	2537	133
1900	2539	132
1901	2540	130
1902	2541	129
1903	2543	128
1904	2544	126
1905	2545	125
1906	2546	124
1907	2548	122
1908	2549	121
1909	2550	120
1910	2552	118
1911	2553	117
1912	2554	116
1913	2555	114
1914	2557	113
1915	2558	112
1916	2559	110
1917	2560	109
1918	2562	108
1919	2563	106
1920	2564	105
1921	2565	104
1922	2567	102
1923	2568	101
1924	2570	100
1925	2571	98
1926	2572	97
1927	2573	96
1928	2575	94
1929	2576	93
1930	2577	92
1931	2578	90
1932	2580	89
1933	2581	88
1934	2582	86
1935	2583	85
1936	2585	84
1937	2586	82
1938	2587	81
1939	2589	80
1940	2590	78
1941	2591	77
1942	2592	76
1943	2594	74
1944	2595	73
1945	2596	72
1946	2597	70
1947	2598	69
1948	2600	68
1949	2601	66
1950	2602	65
1951	2603	64
1952	2605	62
1953	2606	61
1954	2607	60
1955	2609	58
1956	2610	57
1957	2611	56
1958	2612	54
1959	2614	53
1960	2615	52
1961	2616	50
1962	2617	49
1963	2619	48
1964	2620	46
1965	2621	45
1966	2623	44
1967	2624	42
1968	2625	41
1969	2627	40
1970	2629	38
1971	2630	37
1972	2631	36
1973	2633	34
1974	2634	33
1975	2635	32
1976	2636	30
1977	2638	29
1978	2639	28
1979	2640	26
1980	2642	25
1981	2643	24
1982	2644	22
1983	2645	21
1984	2647	20
1985	2648	18
1986	2649	17
1987	2651	16
1988	2652	14
1989	2653	13
1990	2654	12
1991	2656	10
1992	2657	9
1993	2658	7
1994	2659	6
1995	2661	5
1996	2662	3
1997	2663	2
1998	2664	1
1999	2666	0
